file,line,kind,arg,cat,expr
"Assets/Scripts/UI/MainNavTabController.cs",62,"Transform.Find","RankingBtn","运行时","rankingImage = navigation?.Find(""RankingBtn"")?.GetComponent<Image>();"
"Assets/Scripts/UI/MainNavTabController.cs",63,"Transform.Find","MainBtn","运行时","mainImage = navigation?.Find(""MainBtn"")?.GetComponent<Image>();"
"Assets/Scripts/UI/MainNavTabController.cs",201,"GetChild","index","运行时","Transform found = FindDescendant(root.GetChild(index), objectName);"
"Assets/Scripts/UI/PlayerAvatarView.cs",94,"GetChild","index","运行时","PlayerAvatarView view = slot.GetChild(index).GetComponent<PlayerAvatarView>();"
"Assets/Scripts/UI/PlayerAvatarView.cs",123,"Transform.Find","ProfileFire","运行时","RectTransform frameRect = profileRect.Find(""ProfileFire"") as RectTransform;"
"Assets/Scripts/UI/PlayerAvatarView.cs",164,"Transform.Find","BG/Image","运行时","Transform target = loadingPanel.Find(""BG/Image"") ?? loadingPanel.Find(""BG/MyPart/Image"");"
"Assets/Scripts/UI/PlayerAvatarView.cs",164,"Transform.Find","BG/MyPart/Image","运行时","Transform target = loadingPanel.Find(""BG/Image"") ?? loadingPanel.Find(""BG/MyPart/Image"");"
"Assets/Scripts/UI/PlayerAvatarView.cs",170,"Transform.Find","BG/EnemyPart/Image","运行时","Transform enemyTarget = loadingPanel.Find(""BG/EnemyPart/Image"");"
"Assets/Scripts/UI/PlayerAvatarView.cs",185,"GetChild","index","运行时","Transform match = FindDescendant(root.GetChild(index), objectName);"
"Assets/Scripts/UI/UiGoldExampleEffect.cs",32,"Transform.Find","GoldParticleExample","运行时","if (targetRect == null || transform.Find(""GoldParticleExample"") != null)"
"Assets/Scripts/UI/UiGoldExampleEffect.cs",343,"Transform.Find","ImageA","运行时","var imageA = canvases[canvasIndex].transform.Find(""ImageA"");"
"Assets/Scripts/UI/UiImageFadeLoop.cs",98,"Transform.Find","ImageA/ImageB","运行时","var imageB = canvases[canvasIndex].transform.Find(""ImageA/ImageB"");"
"Assets/Scripts/UI/VoidShovelRewardController.cs",536,"GetChild","index","运行时","Transform result = FindDescendant(root.GetChild(index), objectName);"
